Region ID,OSM ID,Access Score,Coordinates,Average Curb Ramp Score,Average No Curb Ramp Score,Average Obstacle Score,Average Surface Problem Score,Curb Ramp Significance,No Curb Ramp Significance,Obstacle Significance,Surface Problem Significance
2689,156063680,7.991959892315218e-11,"[(-100.4116027,25.6869871),(-100.4112161,25.6868254)]",1.0,5.0,11.0,8.0,0.75,-1.0,-1.0,-1.0
2690,156063688,8.533047625744066e-17,"[(-100.4152415,25.6872044),(-100.4146638,25.6871159)]",0.0,11.0,19.0,7.0,0.75,-1.0,-1.0,-1.0
2691,156063706,7.582560422162384e-10,"[(-100.4111618,25.6842213),(-100.4118979,25.6845635)]",0.0,7.0,10.0,4.0,0.75,-1.0,-1.0,-1.0
2692,156063713,1.186112001065766e-08,"[(-100.4159788,25.6849189),(-100.4168154,25.6850051)]",1.0,1.0,16.0,2.0,0.75,-1.0,-1.0,-1.0
2693,156063726,4.658886145103376e-15,"[(-100.4118608,25.6870351),(-100.4118555,25.6865396)]",0.0,4.0,22.0,7.0,0.75,-1.0,-1.0,-1.0
2694,156063734,1.0261879630648827e-10,"[(-100.4119095,25.6858271),(-100.4110278,25.68542),(-100.4109457,25.6853564)]",0.0,5.0,18.0,0.0,0.75,-1.0,-1.0,-1.0
2695,156063745,2.6810038677817314e-14,"[(-100.4118948,25.6841302),(-100.4112329,25.6838539)]",1.0,12.0,19.0,1.0,0.75,-1.0,-1.0,-1.0
2696,156063747,2.543665647376276e-13,"[(-100.41703705825118,25.68612058697812),(-100.4166038,25.6862271)]",0.0,4.0,15.0,10.0,0.75,-1.0,-1.0,-1.0
2697,156063751,1.6918979223288784e-10,"[(-100.4162172,25.6857679),(-100.4156335,25.6856697)]",2.0,6.0,12.0,6.0,0.75,-1.0,-1.0,-1.0
2698,156063762,4.193795658377786e-13,"[(-100.4119053,25.6854227),(-100.4110102,25.6850048)]",2.0,13.0,14.0,3.0,0.75,-1.0,-1.0,-1.0
2699,156063772,5.6027964061459414e-09,"[(-100.4159535,25.6861398),(-100.4155322,25.6860634)]",0.0,7.0,12.0,0.0,0.75,-1.0,-1.0,-1.0
2700,156063789,8.533047625744066e-17,"[(-100.4117879,25.6866515),(-100.4112431,25.6863891)]",0.0,3.0,23.0,11.0,0.75,-1.0,-1.0,-1.0
2701,156063803,1.2015425731770345e-13,"[(-100.4169112,25.6867767),(-100.4165746,25.6868987),(-100.4165391,25.6869012),(-100.4165076,25.6868906),(-100.4164887,25.686867)]",3.0,9.0,15.0,8.0,0.75,-1.0,-1.0,-1.0
2702,156063816,6.825602910446286e-08,"[(-100.4131276,25.680161),(-100.4131237,25.6817069)]",2.0,9.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
2703,156063830,4.847368706035286e-11,"[(-100.4131237,25.6817069),(-100.4131505,25.6829026)]",3.0,11.0,9.0,6.0,0.75,-1.0,-1.0,-1.0
2704,156063835,6.305116760146985e-16,"[(-100.4131545,25.6868453),(-100.4131833,25.6867633),(-100.4131536,25.6855817)]",4.0,14.0,21.0,3.0,0.75,-1.0,-1.0,-1.0
2705,156063880,1.1399918530430558e-12,"[(-100.4131536,25.6855817),(-100.4131584,25.6842837)]",2.0,8.0,12.0,9.0,0.75,-1.0,-1.0,-1.0
2706,156063880,4.719495271526123e-20,"[(-100.4157428,25.6868799),(-100.4159999,25.6861977),(-100.4160265,25.6860331)]",2.0,14.0,25.0,7.0,0.75,-1.0,-1.0,-1.0
2707,156063948,3.2241866333029355e-08,"[(-100.4157269,25.6836242),(-100.4157689,25.6832467)]",1.0,9.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
2708,156063948,7.582560422162384e-10,"[(-100.4156809,25.6840387),(-100.4157269,25.6836242)]",0.0,10.0,8.0,3.0,0.75,-1.0,-1.0,-1.0
2709,156063952,1.12535162055095e-07,"[(-100.4156373,25.6844313),(-100.4156809,25.6840387)]",0.0,8.0,6.0,2.0,0.75,-1.0,-1.0,-1.0
2710,156063956,3.978962535821408e-12,"[(-100.4157689,25.6832467),(-100.4159213,25.6820443)]",1.0,10.0,11.0,6.0,0.75,-1.0,-1.0,-1.0
2711,156063956,2.6810038677817314e-14,"[(-100.4159213,25.6820443),(-100.4160598,25.6807333)]",1.0,6.0,19.0,7.0,0.75,-1.0,-1.0,-1.0
2712,156063956,1.2664165549094016e-14,"[(-100.4123255,25.6852029),(-100.4123024,25.6838827)]",0.0,7.0,21.0,4.0,0.75,-1.0,-1.0,-1.0
2713,156063956,3.1391327920480296e-17,"[(-100.4123394,25.686475),(-100.4123255,25.6852029)]",0.0,4.0,26.0,8.0,0.75,-1.0,-1.0,-1.0
2714,156063956,5.384940217751137e-13,"[(-100.4165321,25.6865825),(-100.4165119,25.6866135),(-100.4164861,25.6866404),(-100.4164492,25.6866613),(-100.4160477,25.6868912)]",1.0,6.0,17.0,6.0,0.75,-1.0,-1.0,-1.0
2715,156063958,6.305116760146985e-16,"[(-100.4118608,25.6870351),(-100.4122898,25.6864498)]",0.0,4.0,24.0,7.0,0.75,-1.0,-1.0,-1.0
2716,156063958,1.3176514268359263e-10,"[(-100.411553,25.6874559),(-100.4118608,25.6870351)]",3.0,2.0,17.0,6.0,0.75,-1.0,-1.0,-1.0
2717,156063963,6.64554417291507e-17,"[(-100.4152783,25.6863975),(-100.4149492,25.6863708),(-100.4148486,25.6863561),(-100.4147244,25.6863171),(-100.414086,25.6859852)]",1.0,21.0,13.0,4.0,0.75,-1.0,-1.0,-1.0
2718,156063972,8.423463754397692e-12,"[(-100.4143901,25.6817944),(-100.4143841,25.6804083)]",2.0,7.0,14.0,6.0,0.75,-1.0,-1.0,-1.0
2719,156063972,4.0307262913476244e-17,"[(-100.4144155,25.684461),(-100.4144019,25.6830914)]",3.0,10.0,27.0,3.0,0.75,-1.0,-1.0,-1.0
2720,156063973,9.237449576640121e-09,"[(-100.4144019,25.6830914),(-100.4143901,25.6817944)]",2.0,8.0,10.0,2.0,0.75,-1.0,-1.0,-1.0
2721,156063982,6.64554417291507e-17,"[(-100.4168695,25.684557),(-100.4170203,25.6833709)]",1.0,10.0,22.0,6.0,0.75,-1.0,-1.0,-1.0
2722,156063982,1.217173872902441e-18,"[(-100.4171705,25.6821886),(-100.4173261,25.6809788)]",1.0,10.0,23.0,9.0,0.75,-1.0,-1.0,-1.0
2723,156063982,2.032887383492107e-23,"[(-100.4170203,25.6833709),(-100.4171705,25.6821886)]",1.0,11.0,34.0,8.0,0.75,-1.0,-1.0,-1.0
2724,156063984,0.00012339457598623172,"[(-100.4125128,25.6881232),(-100.4124586,25.6881145),(-100.4121748,25.6880333)]",0.0,4.0,1.0,4.0,0.75,-1.0,-1.0,-1.0
2725,156063984,4.599055376537186e-10,"[(-100.4135485,25.6817868),(-100.4131237,25.6817069)]",2.0,13.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
2726,156063984,5.384940217751137e-13,"[(-100.4139697,25.6817933),(-100.4135485,25.6817868)]",1.0,13.0,13.0,3.0,0.75,-1.0,-1.0,-1.0
2727,156063995,1.6052280526088547e-09,"[(-100.4148172,25.6817919),(-100.4143901,25.6817944)]",5.0,8.0,11.0,5.0,0.75,-1.0,-1.0,-1.0
2729,156063996,1.2015425731770345e-13,"[(-100.4143901,25.6817944),(-100.4139697,25.6817933)]",3.0,14.0,13.0,5.0,0.75,-1.0,-1.0,-1.0
2730,156063996,3.1391327920480296e-17,"[(-100.4163314,25.682099),(-100.4159213,25.6820443)]",0.0,13.0,18.0,7.0,0.75,-1.0,-1.0,-1.0
2731,156063996,2.510999092692816e-08,"[(-100.411553,25.6874559),(-100.4116128,25.6875057),(-100.411737,25.6876014),(-100.4118231,25.6876589),(-100.4118633,25.687674),(-100.411899,25.6876711)]",2.0,1.0,13.0,5.0,0.75,-1.0,-1.0,-1.0
2732,156063996,1.955568070542584e-08,"[(-100.4114178,25.6873155),(-100.411553,25.6874559)]",3.0,3.0,11.0,6.0,0.75,-1.0,-1.0,-1.0
2733,156064003,7.194132978569834e-09,"[(-100.4111888,25.6872544),(-100.4112746,25.6872601),(-100.4113618,25.6872819),(-100.4114178,25.6873155)]",3.0,5.0,9.0,7.0,0.75,-1.0,-1.0,-1.0
2734,156064003,8.764247451323236e-08,"[(-100.4106214,25.6872315),(-100.410652,25.6872526),(-100.4109899,25.6873039),(-100.4110258,25.6873042),(-100.411055,25.6872982),(-100.4111364,25.6872673),(-100.4111888,25.6872544)]",1.0,3.0,10.0,4.0,0.75,-1.0,-1.0,-1.0
2735,156064003,5.6027964061459414e-09,"[(-100.4118979,25.6845635),(-100.4118948,25.6841302)]",0.0,6.0,12.0,1.0,0.75,-1.0,-1.0,-1.0
2736,156064003,2.510999092692816e-08,"[(-100.4119009,25.6849893),(-100.4118979,25.6845635)]",2.0,10.0,7.0,2.0,0.75,-1.0,-1.0,-1.0
2737,156064008,1.4637785141237662e-12,"[(-100.4118948,25.6841302),(-100.4118917,25.6836948)]",1.0,10.0,17.0,1.0,0.75,-1.0,-1.0,-1.0
2738,156064008,2.0611536181902037e-09,"[(-100.411914,25.6862707),(-100.4119095,25.6858271)]",0.0,3.0,14.0,3.0,0.75,-1.0,-1.0,-1.0
2739,156064008,2.510999092692816e-08,"[(-100.4119053,25.6854227),(-100.4119009,25.6849893)]",2.0,10.0,7.0,2.0,0.75,-1.0,-1.0,-1.0
2740,156064008,1.12535162055095e-07,"[(-100.4119095,25.6858271),(-100.4119053,25.6854227)]",0.0,5.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
2741,156064008,9.357622968839301e-14,"[(-100.4156908,25.6880185),(-100.415305,25.6878437)]",0.0,8.0,16.0,6.0,0.75,-1.0,-1.0,-1.0
2742,156064008,7.582560422162384e-10,"[(-100.4159404,25.6881387),(-100.4156908,25.6880185)]",0.0,5.0,14.0,2.0,0.75,-1.0,-1.0,-1.0
2743,156064010,2.0611536181902037e-09,"[(-100.4165995,25.6884536),(-100.4159404,25.6881387)]",0.0,3.0,14.0,3.0,0.75,-1.0,-1.0,-1.0
2744,156064010,3.2241866333029355e-08,"[(-100.4147866,25.6876216),(-100.4145229,25.6874948)]",1.0,4.0,9.0,5.0,0.75,-1.0,-1.0,-1.0
2745,156064010,9.862862046580357e-15,"[(-100.415305,25.6878437),(-100.4147866,25.6876216)]",1.0,8.0,16.0,9.0,0.75,-1.0,-1.0,-1.0
2746,156064010,4.1399375473943306e-08,"[(-100.4167837,25.6852396),(-100.4168154,25.6850051)]",0.0,3.0,13.0,1.0,0.75,-1.0,-1.0,-1.0
2747,156064010,5.74952226429356e-19,"[(-100.4166038,25.6862271),(-100.4167563,25.6854327),(-100.4167837,25.6852396)]",0.0,5.0,26.0,11.0,0.75,-1.0,-1.0,-1.0
2748,156064012,5.384940217751137e-13,"[(-100.4168154,25.6850051),(-100.4168695,25.684557)]",1.0,8.0,18.0,3.0,0.75,-1.0,-1.0,-1.0
2749,156064012,5.109089028037221e-12,"[(-100.4165321,25.6865825),(-100.4166038,25.6862271)]",0.0,5.0,12.0,9.0,0.75,-1.0,-1.0,-1.0
2750,156064012,6.914400106935423e-13,"[(-100.4163243,25.687829),(-100.4164887,25.686867)]",0.0,6.0,18.0,4.0,0.75,-1.0,-1.0,-1.0
2751,156064012,2.7894680920908113e-10,"[(-100.4164887,25.686867),(-100.4165321,25.6865825)]",0.0,5.0,12.0,5.0,0.75,-1.0,-1.0,-1.0
2752,156064012,2.8625185805493937e-20,"[(-100.4139968,25.6859491),(-100.4135871,25.6857701)]",0.0,20.0,20.0,5.0,0.75,-1.0,-1.0,-1.0
2753,156064012,2.7894680920908113e-10,"[(-100.414086,25.6859852),(-100.4139968,25.6859491)]",0.0,9.0,9.0,4.0,0.75,-1.0,-1.0,-1.0
2754,156064019,3.398267807946847e-09,"[(-100.4123255,25.6852029),(-100.4119009,25.6849893)]",2.0,9.0,9.0,3.0,0.75,-1.0,-1.0,-1.0
2755,156064019,7.582560422162384e-10,"[(-100.4127475,25.685393),(-100.4123255,25.6852029)]",0.0,3.0,13.0,5.0,0.75,-1.0,-1.0,-1.0
2756,156064019,1.2015425731770345e-13,"[(-100.4119009,25.6849893),(-100.4110882,25.684602)]",3.0,15.0,11.0,6.0,0.75,-1.0,-1.0,-1.0
2757,156064019,1.039538011670221e-15,"[(-100.4135871,25.6857701),(-100.4131536,25.6855817)]",2.0,14.0,18.0,4.0,0.75,-1.0,-1.0,-1.0
2758,156064019,3.398267807946847e-09,"[(-100.4131536,25.6855817),(-100.4127475,25.685393)]",2.0,5.0,10.0,6.0,0.75,-1.0,-1.0,-1.0
2759,156064038,6.305116760146985e-16,"[(-100.4127475,25.685393),(-100.4127383,25.6841016)]",0.0,9.0,19.0,7.0,0.75,-1.0,-1.0,-1.0
2760,156064038,2.6810038677817314e-14,"[(-100.4127518,25.686661),(-100.4127475,25.685393)]",1.0,6.0,16.0,10.0,0.75,-1.0,-1.0,-1.0
2765,156129457,4.363462233903898e-09,"[(-100.3366339,25.6438409),(-100.3365902,25.643723),(-100.3365531,25.6436939),(-100.3357321,25.6435393),(-100.335643,25.6435599),(-100.3355668,25.6436115),(-100.3354761,25.6438049)]",1.0,2.0,16.0,2.0,0.75,-1.0,-1.0,-1.0
2766,156129654,1.3887943864771144e-11,"[(-100.3358512,25.6441861),(-100.3357055,25.6442222),(-100.3337154,25.644019),(-100.3336126,25.6439952),(-100.3335252,25.6439414),(-100.3333677,25.6437621)]",0.0,4.0,17.0,4.0,0.75,-1.0,-1.0,-1.0
2767,156129655,2.2603242979035742e-06,"[(-100.3358212,25.6438484),(-100.3354761,25.6438049)]",0.0,3.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
2768,156129655,1.670142184809518e-05,"[(-100.3354761,25.6438049),(-100.3347034,25.6437355)]",0.0,1.0,10.0,0.0,0.75,-1.0,-1.0,-1.0
2769,156129656,1.6052280526088547e-09,"[(-100.3340753,25.6436466),(-100.3337781,25.6436194),(-100.3336179,25.6436422),(-100.3333677,25.6437621)]",1.0,5.0,15.0,1.0,0.75,-1.0,-1.0,-1.0
2770,156129656,1.7603432133424856e-06,"[(-100.3347034,25.6437355),(-100.3340753,25.6436466)]",1.0,2.0,12.0,0.0,0.75,-1.0,-1.0,-1.0
2772,156129926,0.1192029220221175,"[(-100.33538,25.6419844),(-100.3353657,25.6421271)]",0.0,0.0,0.0,2.0,0.75,-1.0,-1.0,-1.0
2773,156129926,7.582560422162384e-10,"[(-100.3382448,25.6411373),(-100.3381837,25.6411467),(-100.3357849,25.6415315),(-100.3357157,25.641555),(-100.33538,25.6419844)]",0.0,4.0,12.0,5.0,0.75,-1.0,-1.0,-1.0
2774,156129926,0.2689414213699951,"[(-100.3353657,25.6421271),(-100.3353528,25.6422567)]",0.0,0.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
2790,156507047,6.914400106935423e-13,"[(-100.3310919,25.6404476),(-100.3326793,25.6407522)]",0.0,11.0,17.0,0.0,0.75,-1.0,-1.0,-1.0
2794,156507051,0.0024726231566347,"[(-100.331061,25.6420477),(-100.3315943,25.6421313)]",0.0,1.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
2797,156507056,5.6027964061459414e-09,"[(-100.3312903,25.6408882),(-100.332431,25.6410908)]",0.0,1.0,5.0,13.0,0.75,-1.0,-1.0,-1.0
2801,156507061,2.2603242979035742e-06,"[(-100.3358512,25.6441861),(-100.3358052,25.6440729),(-100.3358212,25.6438484)]",0.0,2.0,6.0,5.0,0.75,-1.0,-1.0,-1.0
2802,156507061,0.00012339457598623172,"[(-100.3360386,25.6444764),(-100.3358512,25.6441861)]",0.0,2.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
2804,156507063,8.315280276641321e-07,"[(-100.331033,25.6412684),(-100.3321425,25.6414548)]",0.0,0.0,9.0,5.0,0.75,-1.0,-1.0,-1.0
2805,156507066,0.0066928509242848,"[(-100.3310181,25.6416511),(-100.3318916,25.6417788)]",0.0,2.0,0.0,3.0,0.75,-1.0,-1.0,-1.0
2806,156507068,6.914400106935423e-13,"[(-100.3328365,25.6405344),(-100.3316561,25.6396426)]",0.0,15.0,13.0,0.0,0.75,-1.0,-1.0,-1.0
2807,156507068,0.00012339457598623172,"[(-100.3309834,25.6383422),(-100.3309897,25.6373403),(-100.3310119,25.6371233),(-100.3311522,25.6369464)]",0.0,1.0,3.0,5.0,0.75,-1.0,-1.0,-1.0
2808,156507068,3.442477108469858e-14,"[(-100.3316561,25.6396426),(-100.3310366,25.639559),(-100.3309663,25.6395091),(-100.3309834,25.6383422)]",0.0,8.0,14.0,9.0,0.75,-1.0,-1.0,-1.0
2815,156507074,6.475947982049267e-07,"[(-100.3337243,25.6351202),(-100.3331351,25.6353868)]",5.0,7.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
2816,156507074,8.764247451323236e-08,"[(-100.3343743,25.6348139),(-100.3337243,25.6351202)]",1.0,4.0,5.0,8.0,0.75,-1.0,-1.0,-1.0
2817,156507075,0.0009110511944006454,"[(-100.3318916,25.6417788),(-100.3315943,25.6421313)]",0.0,3.0,1.0,3.0,0.75,-1.0,-1.0,-1.0
2818,156507075,0.0066928509242848,"[(-100.3315943,25.6421313),(-100.3314553,25.642333)]",0.0,1.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
2819,156507075,4.53978687024344e-05,"[(-100.332431,25.6410908),(-100.3321425,25.6414548)]",0.0,1.0,4.0,5.0,0.75,-1.0,-1.0,-1.0
2820,156507075,0.0003353501304664781,"[(-100.3321425,25.6414548),(-100.3318916,25.6417788)]",0.0,2.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
2821,156507075,6.144174602214718e-06,"[(-100.3326793,25.6407522),(-100.332431,25.6410908)]",0.0,7.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
2822,156507075,1.3007128466476033e-05,"[(-100.3331913,25.6397499),(-100.3329885,25.64005)]",1.0,2.0,10.0,0.0,0.75,-1.0,-1.0,-1.0
2823,156507075,1.12535162055095e-07,"[(-100.3329885,25.64005),(-100.3329463,25.6403577),(-100.3328365,25.6405344)]",0.0,10.0,6.0,0.0,0.75,-1.0,-1.0,-1.0
2824,156507075,8.315280276641321e-07,"[(-100.3328365,25.6405344),(-100.3326793,25.6407522)]",0.0,10.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
2825,156507075,2.38236909993343e-07,"[(-100.3334479,25.6394171),(-100.3331913,25.6397499)]",1.0,4.0,11.0,1.0,0.75,-1.0,-1.0,-1.0
2826,156507075,0.00012339457598623172,"[(-100.3335226,25.639334),(-100.3334479,25.6394171)]",0.0,4.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
2827,156510967,8.315280276641321e-07,"[(-100.3316374,25.6377437),(-100.3324076,25.6381484),(-100.3325393,25.6383367)]",0.0,2.0,9.0,3.0,0.75,-1.0,-1.0,-1.0
2828,156510968,8.315280276641321e-07,"[(-100.3312293,25.638758),(-100.3321861,25.6388628)]",0.0,0.0,3.0,11.0,0.75,-1.0,-1.0,-1.0
2829,156510972,3.7751345441365816e-11,"[(-100.3311522,25.6369464),(-100.332552,25.637787)]",0.0,1.0,10.0,13.0,0.75,-1.0,-1.0,-1.0
2830,156510972,0.0003353501304664781,"[(-100.3311758,25.6365992),(-100.3310802,25.6367471),(-100.3310652,25.6368186),(-100.3310835,25.6368711),(-100.3311522,25.6369464)]",0.0,0.0,3.0,5.0,0.75,-1.0,-1.0,-1.0
2831,157333118,0.0003353501304664781,"[(-100.3331508,25.6386678),(-100.3333516,25.6388413)]",0.0,0.0,8.0,0.0,0.75,-1.0,-1.0,-1.0
2832,156510974,7.991959892315218e-11,"[(-100.3324696,25.6391934),(-100.3331913,25.6397499)]",1.0,0.0,20.0,4.0,0.75,-1.0,-1.0,-1.0
2833,156510976,0.0066928509242848,"[(-100.3317672,25.6358537),(-100.331912,25.6355998)]",0.0,0.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
2835,156510981,4.53978687024344e-05,"[(-100.3316036,25.6360955),(-100.3314928,25.6363071)]",0.0,0.0,6.0,4.0,0.75,-1.0,-1.0,-1.0
2836,156510984,3.059022269256247e-07,"[(-100.3315001,25.6384091),(-100.3316374,25.6377437)]",0.0,5.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
2837,156510986,0.0003353501304664781,"[(-100.3312142,25.6391634),(-100.3319196,25.639244)]",0.0,1.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
2838,156510992,1.12535162055095e-07,"[(-100.3314928,25.6363071),(-100.3321328,25.636649)]",0.0,2.0,9.0,5.0,0.75,-1.0,-1.0,-1.0
2839,156510994,0.00012339457598623172,"[(-100.3312603,25.6361874),(-100.3314928,25.6363071)]",0.0,0.0,5.0,4.0,0.75,-1.0,-1.0,-1.0
2840,156510994,5.6027964061459414e-09,"[(-100.33356021646956,25.6332011001132),(-100.3335039,25.6334499),(-100.3333592,25.6336668),(-100.3329632,25.6339931),(-100.332932,25.6341965)]",0.0,2.0,9.0,8.0,0.75,-1.0,-1.0,-1.0
2841,156510995,1.670142184809518e-05,"[(-100.3333613,25.6326092),(-100.3334975,25.6328511),(-100.3335721,25.6331486),(-100.33356036319165,25.633200451911364)]",0.0,0.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
2842,156510995,2.2603242979035742e-06,"[(-100.3322023,25.6395262),(-100.3329885,25.64005)]",0.0,2.0,10.0,1.0,0.75,-1.0,-1.0,-1.0
2845,156510998,1.670142184809518e-05,"[(-100.3309834,25.6383422),(-100.3315001,25.6384091)]",0.0,6.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
2846,156511003,5.6027964061459414e-09,"[(-100.3315001,25.6384091),(-100.3324369,25.6385264)]",0.0,8.0,10.0,1.0,0.75,-1.0,-1.0,-1.0
2847,156511003,8.315280276641321e-07,"[(-100.3318852,25.635075),(-100.3320408,25.6349152),(-100.3320998,25.6349178),(-100.3323967,25.6351052),(-100.3327167,25.6353072),(-100.3329529,25.6355839)]",0.0,1.0,12.0,1.0,0.75,-1.0,-1.0,-1.0
2848,156511004,4.1399375473943306e-08,"[(-100.3334479,25.6394171),(-100.3330744,25.6391307)]",0.0,4.0,11.0,2.0,0.75,-1.0,-1.0,-1.0
2849,156511006,1.5229979512760353e-08,"[(-100.3330744,25.6391307),(-100.332801,25.638941),(-100.3327412,25.6388631),(-100.3326264,25.6385003),(-100.3325393,25.6383367)]",0.0,2.0,10.0,6.0,0.75,-1.0,-1.0,-1.0
2851,156511006,1.670142184809518e-05,"[(-100.3293371,25.6335362),(-100.3297004,25.6336458),(-100.3304011,25.6339067)]",0.0,3.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
2852,156512924,4.53978687024344e-05,"[(-100.3304011,25.6339067),(-100.330607,25.6339484),(-100.330721,25.633949),(-100.3310645,25.6338804),(-100.3311557,25.6338756),(-100.3312898,25.6339467)]",0.0,2.0,2.0,6.0,0.75,-1.0,-1.0,-1.0
2853,156512924,1.670142184809518e-05,"[(-100.3304382,25.6338161),(-100.32984,25.6335804),(-100.3294452,25.6334681)]",0.0,3.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
2854,156512927,0.0024726231566347,"[(-100.331841,25.6340425),(-100.3316706,25.6338441),(-100.3315446,25.6337729),(-100.3313917,25.6337438)]",0.0,0.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
2855,156512927,6.144174602214718e-06,"[(-100.3313917,25.6337438),(-100.3312509,25.6337375),(-100.3307694,25.6338524),(-100.3306058,25.6338548),(-100.3304382,25.6338161)]",0.0,2.0,4.0,6.0,0.75,-1.0,-1.0,-1.0
2856,156512927,0.0024726231566347,"[(-100.3318852,25.6342357),(-100.331841,25.6340425)]",0.0,1.0,2.0,3.0,0.75,-1.0,-1.0,-1.0
2857,156512927,3.059022269256247e-07,"[(-100.332932,25.6341965),(-100.3321937,25.6341706),(-100.3320199,25.634115),(-100.331841,25.6340425)]",0.0,2.0,7.0,6.0,0.75,-1.0,-1.0,-1.0
2858,156512929,1.5229979512760353e-08,"[(-100.3335849,25.6341662),(-100.332932,25.6341965)]",0.0,2.0,9.0,7.0,0.75,-1.0,-1.0,-1.0
2859,156512929,1.3007128466476033e-05,"[(-100.3343708,25.6341891),(-100.3343722,25.6341553),(-100.3343386,25.6341311),(-100.3335849,25.6341662)]",1.0,0.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
2867,156512929,1.3709572068578448e-06,"[(-100.3368417,25.6319016),(-100.3367462,25.6319106)]",2.0,1.0,8.0,6.0,0.75,-1.0,-1.0,-1.0
2868,156514786,8.423463754397692e-12,"[(-100.3367462,25.6319106),(-100.3365324,25.6321114),(-100.3364196,25.6323084)]",2.0,6.0,15.0,6.0,0.75,-1.0,-1.0,-1.0
2869,156514786,1.12535162055095e-07,"[(-100.33584293366829,25.633951057996423),(-100.3358066,25.6340957),(-100.3358266,25.6343453)]",0.0,0.0,15.0,1.0,0.75,-1.0,-1.0,-1.0
2870,156514786,7.781132241133798e-20,"[(-100.3364196,25.6323084),(-100.3362478,25.6327198),(-100.335922,25.6336363),(-100.33584301376487,25.63395073913706)]",0.0,5.0,37.0,2.0,0.75,-1.0,-1.0,-1.0
2871,156514786,1.4449800373124837e-07,"[(-100.3370082,25.6363083),(-100.33755903971985,25.63688911929768)]",3.0,7.0,10.0,1.0,0.75,-1.0,-1.0,-1.0
2872,156514786,1.855391018368332e-07,"[(-100.33756058175163,25.6368907452549),(-100.337598,25.6369302),(-100.3376707,25.637054)]",2.0,7.0,10.0,0.0,0.75,-1.0,-1.0,-1.0
2873,156514786,2.2603242979035742e-06,"[(-100.3358266,25.6343453),(-100.3358803,25.6344796)]",0.0,2.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
2874,156514786,0.0066928509242848,"[(-100.33696887883178,25.636268258154427),(-100.3370082,25.6363083)]",0.0,2.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
2875,156514786,0.0009110511944006454,"[(-100.3366972,25.6359916),(-100.33696566064569,25.636264980985498)]",0.0,4.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
2876,156514786,1.3887943864771144e-11,"[(-100.3358803,25.6344796),(-100.3360095,25.6347245),(-100.3360479,25.6348012),(-100.33643189754908,25.63550520536335)]",0.0,5.0,16.0,4.0,0.75,-1.0,-1.0,-1.0
2877,156514786,0.00012339457598623172,"[(-100.33646402546862,25.635564107373842),(-100.3366972,25.6359916)]",0.0,3.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
2878,156514786,1.3887943864771144e-11,"[(-100.33769697882101,25.63730293660117),(-100.3376775,25.6378141),(-100.3376825,25.6378659),(-100.3377077,25.637977)]",0.0,7.0,16.0,2.0,0.75,-1.0,-1.0,-1.0
2879,156514786,4.363462233903898e-09,"[(-100.3376707,25.637054),(-100.3376994,25.6372394),(-100.33769708141787,25.637300244253595)]",1.0,7.0,12.0,1.0,0.75,-1.0,-1.0,-1.0
2880,156514786,5.905303995456777e-10,"[(-100.332588,25.6362551),(-100.3336421,25.6358462)]",1.0,1.0,18.0,3.0,0.75,-1.0,-1.0,-1.0
2881,156514787,0.00012339457598623172,"[(-100.3343907,25.6367777),(-100.3324777,25.6373701)]",0.0,3.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
2883,156514788,6.475947982049267e-07,"[(-100.3335616,25.6357809),(-100.3341544,25.6354958)]",1.0,1.0,8.0,6.0,0.75,-1.0,-1.0,-1.0
2884,156514790,1.6918979223288784e-10,"[(-100.3382039,25.6233602),(-100.3378475,25.6241267)]",2.0,6.0,14.0,4.0,0.75,-1.0,-1.0,-1.0
